Age,Gender,Daily Social Media Usage(hours),Number of Social Media Platforms,Frequency of Posts,Frequency of Checking Notifications,Self Reported Addiction Score,Cyberbullying Experience,Self Esteem Score,Sleep Quality,Anxiety Score,Social Media Fatigue Score,Mental Health Status
30,Female,12,2,Often,Frequently,10,0,1,10,10,10,Poor
16,Male,12,3,Rarely,Rarely,10,0,1,5,10,9,Poor
25,Male,12,1,Rarely,Frequently,10,0,1,6,10,8,Poor
22,Female,12,2,Rarely,Frequently,10,0,1,5,10,9,Poor
30,Male,12,1,Sometimes,Occasionally,10,0,1,6,10,9,Poor
22,Male,12,2,Rarely,Occasionally,10,0,1,7,10,10,Poor
30,Male,12,3,Sometimes,Frequently,10,0,1,6,10,8,Poor
30,Male,12,2,Sometimes,Occasionally,10,0,1,6,10,9,Poor
22,Male,12,6,Never,Frequently,10,1,1,5,10,9,Poor
25,Female,12,3,Rarely,Rarely,10,0,1,6,10,9,Poor
16,Female,12,1,Sometimes,Frequently,10,0,1,4,10,9,Poor
45,Female,12,3,Sometimes,Occasionally,10,0,1,1,10,9,Poor
40,Female,12,2,Sometimes,Rarely,10,0,1,7,10,9,Poor
40,Other,12,2,Rarely,Rarely,10,0,1,8,10,8,Poor
45,Female,12,5,Rarely,Occasionally,10,0,1,2,10,10,Poor
22,Male,12,3,Sometimes,Occasionally,10,0,1,8,10,8,Poor
22,Male,12,4,Never,Rarely,10,0,1,8,10,10,Poor
25,Male,12,1,Often,Occasionally,10,0,1,3,10,8,Poor
25,Female,12,3,Sometimes,Occasionally,10,0,1,3,10,9,Poor
16,Other,12,2,Rarely,Occasionally,10,0,1,2,10,10,Poor
30,Male,12,2,Sometimes,Frequently,10,0,1,2,10,8,Poor
45,Female,12,2,Rarely,Frequently,10,1,1,5,10,10,Poor
40,Female,12,1,Often,Occasionally,10,0,1,5,10,9,Poor
45,Female,12,5,Sometimes,Rarely,10,1,1,4,10,10,Poor
35,Male,12,5,Sometimes,Rarely,10,1,1,6,10,10,Poor
30,Female,12,3,Often,Occasionally,10,1,1,8,10,8,Poor
30,Male,12,2,Sometimes,Occasionally,10,0,1,8,10,9,Poor
35,Female,12,3,Sometimes,Occasionally,10,0,1,9,10,7,Poor
22,Male,12,4,Sometimes,Rarely,10,0,1,5,10,10,Poor
30,Female,12,2,Sometimes,Frequently,10,0,1,5,10,9,Poor
22,Male,12,6,Sometimes,Rarely,10,1,1,7,10,10,Poor
35,Female,12,3,Rarely,Frequently,10,0,1,9,10,7,Poor
35,Female,12,2,Rarely,Occasionally,10,0,1,8,10,9,Poor
35,Male,12,3,Rarely,Rarely,10,0,1,10,10,9,Poor
22,Female,12,1,Sometimes,Rarely,10,0,1,5,10,9,Poor
45,Male,12,4,Rarely,Rarely,10,0,1,5,10,9,Poor
16,Female,12,1,Rarely,Rarely,10,0,1,5,10,9,Poor
45,Male,12,2,Often,Occasionally,10,0,1,6,10,9,Poor
35,Male,12,1,Often,Frequently,10,0,1,1,10,7,Poor
16,Female,12,3,Often,Occasionally,10,0,1,5,10,10,Poor
22,Male,12,3,Sometimes,Rarely,10,0,1,8,10,8,Poor
40,Male,12,3,Never,Occasionally,10,0,1,10,10,9,Poor
30,Male,12,1,Always,Occasionally,10,0,1,5,10,8,Poor
25,Male,12,4,Sometimes,Rarely,10,1,1,6,10,10,Poor
30,Male,12,2,Rarely,Rarely,10,0,1,5,10,9,Poor
30,Male,12,6,Often,Occasionally,10,1,1,5,10,9,Poor
16,Male,12,2,Always,Occasionally,10,0,1,7,10,7,Poor
18,Female,12,4,Sometimes,Frequently,10,0,1,10,10,9,Poor
40,Female,12,4,Never,Occasionally,10,0,1,3,10,9,Poor
35,Female,12,4,Often,Frequently,10,0,1,8,10,8,Poor
30,Male,12,5,Sometimes,Occasionally,10,0,1,3,10,9,Poor
45,Male,12,3,Never,Rarely,10,1,1,1,10,10,Poor
22,Male,12,3,Sometimes,Occasionally,10,1,1,10,10,10,Poor
25,Female,12,2,Sometimes,Occasionally,10,0,1,5,10,9,Poor
30,Female,12,2,Often,Occasionally,10,0,1,6,10,10,Poor
40,Female,12,2,Often,Occasionally,10,0,1,2,10,8,Poor
25,Male,12,3,Sometimes,Occasionally,10,0,1,4,10,9,Poor
40,Other,12,4,Rarely,Occasionally,10,0,1,9,10,9,Poor
35,Female,12,1,Sometimes,Occasionally,10,0,1,4,10,9,Poor
16,Female,12,3,Sometimes,Occasionally,10,0,1,8,10,10,Poor
35,Male,12,2,Rarely,Occasionally,10,0,1,6,10,9,Poor
25,Male,12,2,Sometimes,Rarely,10,1,1,6,10,10,Poor
45,Male,12,2,Often,Frequently,10,0,1,7,10,8,Poor
18,Other,12,2,Sometimes,Rarely,10,1,1,5,10,9,Poor
40,Male,12,3,Often,Frequently,10,0,1,9,10,8,Poor
50,Female,12,2,Rarely,Rarely,10,0,1,6,10,7,Poor
18,Male,12,1,Rarely,Occasionally,10,0,1,5,10,8,Poor
18,Male,12,2,Sometimes,Frequently,10,1,1,4,10,10,Poor
25,Male,12,1,Often,Occasionally,10,1,1,6,10,9,Poor
18,Female,12,5,Sometimes,Occasionally,10,1,,3,10,8,Poor
35,Female,12,4,Sometimes,Frequently,10,1,1,5,10,10,Poor
30,Female,12,3,Rarely,Frequently,10,0,1,7,10,8,Poor
30,Male,12,1,Rarely,Rarely,10,1,1,9,10,8,Poor
30,Male,12,2,Sometimes,Frequently,10,0,1,7,10,9,Poor
50,Male,12,3,Sometimes,Occasionally,10,1,1,8,10,9,Poor
45,Male,12,4,Often,Frequently,10,1,1,7,10,9,Poor
30,Female,12,4,Sometimes,Occasionally,10,1,1,7,10,8,Poor
30,Male,12,3,Rarely,Frequently,10,0,1,3,10,10,Poor
30,Female,12,3,Sometimes,Rarely,10,0,1,3,10,7,Poor
18,Male,12,3,Rarely,Occasionally,10,0,1,5,10,8,Poor
35,Male,12,3,Never,Frequently,10,1,1,5,10,10,Poor
18,Female,12,4,Sometimes,Occasionally,10,0,1,2,10,10,Poor
25,Female,12,3,Never,Frequently,10,0,1,10,10,10,Poor
25,Female,12,2,Rarely,Frequently,10,0,1,4,10,8,Poor
40,Male,12,3,Often,Occasionally,10,0,1,7,10,9,Poor
35,Male,12,1,Sometimes,Rarely,10,0,1,,10,10,Poor
40,Female,12,5,Sometimes,Rarely,10,0,1,5,10,10,Poor
40,Male,12,2,Sometimes,Occasionally,10,0,1,3,10,10,Poor
40,Female,12,4,Often,Occasionally,10,0,1,5,10,9,Poor
45,Female,12,3,Often,Occasionally,10,0,1,5,10,10,Poor
22,Male,12,2,Often,Rarely,10,0,1,6,10,10,Poor
40,Female,12,5,Sometimes,Occasionally,10,0,1,6,10,10,Poor
30,Male,12,3,Rarely,Occasionally,10,0,1,6,10,10,Poor
22,Male,12,2,Rarely,Rarely,10,1,1,5,10,9,Poor
35,Male,12,5,Sometimes,Frequently,10,0,1,8,10,10,Poor
25,Female,12,4,Sometimes,Frequently,10,1,1,5,10,10,Poor
16,Male,12,3,Sometimes,Occasionally,10,0,1,5,10,9,Poor
35,Female,12,2,Rarely,Occasionally,10,1,1,7,10,10,Poor
45,Female,12,2,Sometimes,Frequently,10,1,1,5,10,9,Poor
18,Female,12,4,Often,Frequently,10,0,1,5,10,8,Poor
30,Male,12,3,Rarely,Frequently,10,0,1,5,10,10,Poor
45,Female,12,4,Always,Occasionally,10,0,1,4,10,7,Poor
30,Female,12,1,Always,Frequently,,0,1,7,10,10,Poor
30,Female,12,3,Often,Frequently,,0,1,8,10,9,Poor
18,Male,12,1,Rarely,Rarely,10,1,1,5,,9,Poor
16,Female,12,3,Rarely,Occasionally,10,0,1,4,,10,Poor
45,Female,11,4,Sometimes,Occasionally,10,0,1,7,7,9,Poor
35,Male,11,3,Sometimes,Frequently,10,0,1,3,8,10,Poor
16,Male,11,2,Never,Frequently,10,0,1,3,8,10,Poor
40,Male,11,1,Sometimes,Occasionally,10,0,1,3,8,9,Poor
30,Female,11,2,Rarely,Frequently,10,1,1,3,8,8,Poor
22,Female,11,1,Sometimes,Rarely,10,0,1,5,8,9,Poor
35,Male,11,3,Rarely,Occasionally,10,1,1,2,8,9,Poor
45,Male,11,2,Often,Frequently,10,0,1,4,8,8,Poor
22,Female,11,2,Rarely,Frequently,10,0,1,1,8,9,Poor
40,Female,11,3,Rarely,Frequently,10,0,1,3,8,9,Poor
25,Female,11,3,Rarely,Rarely,10,0,1,8,8,8,Poor
45,Male,11,4,Never,Rarely,10,0,1,6,8,10,Poor
45,Male,11,3,Sometimes,Rarely,10,0,1,5,8,8,Poor
35,Female,11,2,Rarely,Occasionally,10,0,1,7,8,10,Poor
18,Female,11,2,Often,Rarely,10,0,1,9,8,10,Poor
30,Female,11,1,Rarely,Occasionally,10,0,1,7,8,9,Poor
40,Female,11,2,Often,Rarely,10,0,1,2,8,9,Poor
30,Female,11,2,Rarely,Frequently,10,0,1,4,8,9,Poor
25,Female,11,2,Often,Frequently,10,0,1,5,8,9,Poor
30,Male,11,3,Sometimes,Rarely,10,0,1,6,8,8,Poor
22,Male,11,1,Rarely,Occasionally,10,0,1,4,8,9,Poor
30,Female,11,3,Never,Occasionally,10,0,1,8,8,7,Poor
18,Female,11,1,Rarely,Occasionally,10,0,1,6,8,9,Poor
18,Male,11,1,Rarely,Frequently,10,0,1,6,8,8,Poor
35,Female,11,3,Rarely,Occasionally,10,0,1,6,8,9,Poor
50,Female,11,1,Sometimes,Rarely,10,0,1,1,8,8,Poor
30,Male,11,2,Sometimes,Occasionally,10,0,,5,8,8,Poor
25,Female,11,5,Often,Occasionally,10,1,1,3,8,9,Poor
45,Male,11,3,Never,Frequently,10,0,1,10,8,8,Poor
18,Male,11,2,Sometimes,Occasionally,10,0,1,4,8,10,Poor
22,Male,11,1,Sometimes,Rarely,10,1,1,8,9,9,Poor
45,Male,11,2,Rarely,Frequently,10,0,1,6,9,9,Poor
30,Female,11,3,Sometimes,Frequently,10,0,1,1,9,8,Poor
30,Male,11,4,Sometimes,Rarely,10,0,1,4,9,7,Poor
18,Female,11,2,Rarely,Frequently,10,0,1,3,9,9,Poor
22,Male,11,2,Sometimes,Frequently,10,0,1,6,9,7,Poor
18,Male,11,5,Rarely,Occasionally,10,0,1,5,9,7,Poor
30,Male,11,2,Sometimes,Rarely,10,0,1,3,9,9,Poor
35,Other,11,4,Sometimes,Rarely,10,0,,5,9,10,Poor
45,Female,11,3,Never,Rarely,10,1,1,5,9,9,Poor
45,Male,11,2,Sometimes,Frequently,10,0,1,9,9,8,Poor
40,Other,11,3,Always,Frequently,10,0,1,8,9,9,Poor
22,Male,11,3,Sometimes,Frequently,10,0,1,7,9,10,Poor
25,Male,11,6,Often,Frequently,10,1,1,5,9,8,Poor
40,Female,11,2,Rarely,Frequently,10,0,1,6,9,8,Poor
25,Female,11,3,Rarely,Occasionally,10,0,1,3,9,8,Poor
25,Female,11,3,Often,Occasionally,10,1,1,7,9,8,Poor
30,Female,11,4,Never,Occasionally,10,0,1,5,9,8,Poor
18,Female,11,2,Sometimes,Frequently,10,0,1,5,9,10,Poor
22,Female,11,4,Often,Occasionally,10,0,1,6,9,9,Poor
25,Female,11,3,Often,Frequently,10,0,1,7,9,8,Poor
22,Other,11,3,Sometimes,Rarely,10,0,1,6,9,8,Poor
30,Female,11,2,Never,Occasionally,10,0,1,2,9,9,Poor
16,Female,11,3,Sometimes,Frequently,10,0,1,6,9,8,Poor
30,Female,11,1,Often,Rarely,10,1,1,8,9,8,Poor
18,Female,11,2,Sometimes,Frequently,10,1,1,1,9,9,Poor
45,Male,11,3,Sometimes,Rarely,10,0,1,6,9,7,Poor
35,Female,11,4,Rarely,Occasionally,10,1,1,2,9,7,Poor
35,Female,11,3,Never,Occasionally,10,0,1,7,9,9,Poor
35,Female,11,6,Often,Rarely,10,1,1,5,9,8,Poor
22,Female,11,4,Sometimes,Occasionally,10,0,1,3,9,9,Poor
30,Female,11,1,Rarely,Occasionally,10,0,1,10,9,8,Poor
22,Male,11,4,Rarely,Occasionally,10,0,1,5,9,8,Poor
30,Male,11,3,Sometimes,Frequently,10,1,1,7,9,8,Poor
40,Female,11,1,Sometimes,Rarely,10,0,1,2,9,7,Poor
40,Female,11,2,Often,Occasionally,10,0,1,10,9,10,Poor
40,Female,11,3,Always,Frequently,10,0,1,6,9,9,Poor
35,Male,11,5,Sometimes,Occasionally,10,0,1,9,9,8,Poor
30,Female,11,1,Rarely,Occasionally,10,0,1,,9,7,Poor
45,Male,11,2,Always,Occasionally,10,0,1,9,9,9,Poor
25,Female,11,4,Often,Rarely,10,0,1,6,9,8,Poor
45,Female,11,5,Rarely,Frequently,10,0,1,8,9,9,Poor
45,Male,11,2,Rarely,Frequently,10,0,1,3,9,8,Poor
35,Male,11,4,Always,Frequently,10,0,1,5,9,8,Poor
25,Male,11,4,Often,Occasionally,10,0,1,10,9,7,Poor
22,Male,11,5,Sometimes,Occasionally,10,0,1,2,9,10,Poor
30,Male,11,2,Often,Frequently,10,0,1,10,9,9,Poor
25,Male,11,2,Rarely,Frequently,10,0,1,7,9,8,Poor
25,Female,11,5,Never,Occasionally,10,1,1,6,9,8,Poor
45,Female,11,1,Rarely,Frequently,10,1,1,7,9,10,Poor
22,Female,11,2,Rarely,Rarely,10,0,1,5,9,7,Poor
30,Male,11,1,Never,Frequently,10,0,1,4,9,9,Poor
30,Female,11,4,Never,Occasionally,10,0,1,3,9,8,Poor
22,Female,11,3,Often,Occasionally,10,0,1,7,9,9,Poor
40,Male,11,2,Rarely,Rarely,10,0,1,7,9,9,Poor
22,Female,11,2,Often,Occasionally,10,0,1,3,9,9,Poor
18,Male,11,5,Rarely,Occasionally,10,0,1,10,9,7,Poor
18,Female,11,4,Often,Occasionally,10,0,1,3,9,7,Poor
30,Female,11,3,Sometimes,Occasionally,10,0,1,,9,9,Poor
30,Female,11,3,Sometimes,Frequently,10,1,1,10,9,5,Poor
18,Female,11,4,Rarely,Frequently,10,1,1,4,9,8,Poor
25,Female,11,3,Always,Rarely,10,0,1,1,9,10,Poor
22,Female,11,1,Sometimes,Occasionally,10,0,1,6,9,9,Poor
35,Female,11,3,Often,Frequently,10,1,1,6,9,8,Poor
30,Female,11,2,Often,Rarely,10,0,1,3,9,9,Poor
50,Female,11,3,Often,Occasionally,10,0,1,5,9,8,Poor
30,Female,11,2,Often,Frequently,10,0,1,7,9,9,Poor
30,Male,11,3,Sometimes,Rarely,10,0,1,2,9,9,Poor
35,Male,11,1,Sometimes,Occasionally,10,0,1,5,9,7,Poor
35,Female,11,2,Sometimes,Occasionally,10,0,1,6,9,9,Poor
25,Female,11,4,Never,Rarely,10,0,1,3,9,9,Poor
45,Female,11,4,Sometimes,Occasionally,10,0,1,4,9,10,Poor
40,Female,11,1,Sometimes,Frequently,10,0,1,6,9,9,Poor
22,Female,11,4,Sometimes,Rarely,10,0,1,6,9,10,Poor
30,Male,11,2,Always,Occasionally,10,0,1,10,9,10,Poor
22,Male,11,5,Never,Rarely,10,0,1,9,9,8,Poor
45,Male,11,2,Rarely,Rarely,10,0,1,6,9,8,Poor
45,Female,11,4,Rarely,Occasionally,10,0,1,,9,10,Poor
25,Female,11,4,Sometimes,Frequently,10,0,1,1,9,8,Poor
30,Female,11,2,Sometimes,Frequently,10,0,1,8,9,7,Poor
30,Female,11,6,Often,Frequently,10,0,1,4,9,7,Poor
45,Male,11,2,Sometimes,Frequently,10,0,1,2,9,8,Poor
25,Other,11,3,Often,Frequently,10,0,1,6,9,8,Poor
25,Male,11,5,Never,Occasionally,10,0,1,5,9,8,Poor
50,Male,11,5,Never,Frequently,10,0,1,5,9,7,Poor
22,Male,11,4,Sometimes,Occasionally,10,0,1,6,9,8,Poor
45,Female,11,1,Often,Occasionally,10,0,1,5,9,8,Poor
30,Male,11,1,Sometimes,Frequently,10,0,1,8,9,9,Poor
35,Female,11,2,Rarely,Occasionally,10,0,1,5,9,8,Poor
45,Male,11,3,Sometimes,Occasionally,10,0,1,9,9,10,Poor
45,Female,11,3,Sometimes,Rarely,10,0,1,6,9,9,Poor
30,Other,11,4,Rarely,Occasionally,10,0,1,7,9,9,Poor
30,Male,11,5,Never,Occasionally,10,1,1,10,9,7,Poor
25,Female,11,3,Always,Frequently,10,0,1,8,9,8,Poor
16,Female,11,1,Rarely,Occasionally,10,0,1,5,9,8,Poor
30,Male,11,3,Often,Occasionally,10,0,1,5,9,8,Poor
18,Female,11,2,Sometimes,Occasionally,10,0,1,6,9,8,Poor
16,Male,11,1,Never,Frequently,10,0,1,8,9,7,Poor
30,Male,11,1,Sometimes,Occasionally,10,0,1,2,9,9,Poor
50,Male,11,2,Often,Rarely,10,0,1,6,9,8,Poor
45,Female,11,3,Never,Occasionally,10,1,1,6,9,7,Poor
30,Female,11,1,Rarely,Occasionally,10,0,1,5,9,9,Poor
16,Male,11,1,Rarely,Rarely,10,0,1,,9,8,Poor
25,Female,11,3,Always,Occasionally,,0,1,7,9,7,Poor
18,Female,11,4,Often,Frequently,,0,1,6,9,9,Poor
18,Female,11,3,Sometimes,Rarely,10,0,1,5,10,7,Poor
45,Female,11,3,Often,Frequently,10,0,1,3,10,10,Poor
16,Male,11,6,Sometimes,Occasionally,10,0,1,,10,9,Poor
25,Male,11,3,Often,Occasionally,10,0,1,7,10,9,Poor
22,Male,11,2,Rarely,Frequently,10,0,1,9,10,7,Poor
22,Female,11,2,Rarely,Occasionally,10,0,1,7,10,7,Poor
25,Female,11,1,Sometimes,Frequently,10,0,1,1,10,9,Poor
45,Other,11,3,Often,Frequently,10,0,1,6,10,9,Poor
50,Male,11,5,Rarely,,10,1,1,,10,7,Poor
35,Female,11,5,Never,Occasionally,10,0,1,6,10,8,Poor
18,Male,11,4,Rarely,Frequently,10,0,1,8,10,7,Poor
50,Female,11,2,Rarely,Occasionally,10,0,1,9,10,9,Poor
40,Female,11,6,Rarely,Rarely,10,0,1,6,10,7,Poor
18,Male,11,3,Rarely,Frequently,10,0,1,6,10,9,Poor
25,Male,11,2,Rarely,Occasionally,10,1,1,4,10,8,Poor
30,Male,11,2,Never,Occasionally,10,0,1,6,10,8,Poor
22,Female,11,4,Rarely,Occasionally,10,0,1,6,10,10,Poor
45,Female,11,4,Sometimes,Rarely,10,0,1,5,10,8,Poor
25,Female,11,4,Often,Frequently,10,1,1,4,10,9,Poor
30,Female,11,4,Often,Rarely,10,0,1,5,10,8,Poor
18,Female,11,2,Sometimes,Frequently,10,1,1,6,10,9,Poor
18,Male,11,3,Never,Occasionally,10,0,1,4,10,9,Poor
25,Female,11,2,Sometimes,Occasionally,10,0,1,8,10,7,Poor
25,Female,11,3,Rarely,Occasionally,10,0,1,5,10,9,Poor
30,Male,11,3,Rarely,Occasionally,10,0,1,6,10,9,Poor
40,Female,11,5,Rarely,Frequently,10,0,1,5,10,9,Poor
22,Female,11,1,Never,Rarely,10,0,1,9,10,7,Poor
22,Female,11,6,Sometimes,Rarely,10,0,1,6,10,8,Poor
22,Female,11,2,Often,Frequently,10,0,1,6,10,10,Poor
50,Female,11,4,Sometimes,Frequently,10,0,1,1,10,10,Poor
25,Male,11,3,Never,Rarely,10,0,1,10,10,9,Poor
16,Male,11,5,Sometimes,Occasionally,10,0,1,1,10,7,Poor
40,Female,11,3,Sometimes,Occasionally,10,0,1,8,10,10,Poor
22,Female,11,3,Rarely,Frequently,10,0,1,1,10,9,Poor
30,Female,11,5,Sometimes,Occasionally,10,0,1,1,10,8,Poor
30,Female,11,2,Always,Occasionally,10,0,1,3,10,7,Poor
22,Male,11,3,Never,Occasionally,10,0,1,4,10,9,Poor
40,Male,11,3,Rarely,Occasionally,10,0,1,3,10,7,Poor
30,Female,11,4,Often,Frequently,10,0,1,5,10,8,Poor
25,Male,11,2,Never,Rarely,10,0,1,8,10,7,Poor
45,Female,11,3,Sometimes,Occasionally,10,0,1,6,10,8,Poor
35,Female,11,4,Sometimes,Frequently,10,0,1,5,10,10,Poor
40,Female,11,1,Sometimes,Frequently,10,0,1,5,10,8,Poor
30,Male,11,3,Rarely,Frequently,10,0,1,5,10,7,Poor
