Age,Gender,Daily Social Media Usage(hours),Number of Social Media Platforms,Frequency of Posts,Frequency of Checking Notifications,Self Reported Addiction Score,Cyberbullying Experience,Self Esteem Score,Sleep Quality,Anxiety Score,Social Media Fatigue Score,Mental Health Status
18,Female,12,6,2,1,10,0,1,3,10,10,0
30,Female,12,1,1,1,10,0,1,6,10,9,0
45,Female,12,1,1,1,10,0,1,4,10,7,0
50,Male,12,3,2,1,10,0,1,3,10,8,0
16,Male,12,3,1,2,10,0,1,7,10,10,0
40,Male,12,2,1,0,10,0,1,7,10,9,0
30,Female,12,4,1,2,10,1,1,4,10,9,0
40,Female,12,1,3,1,10,1,1,3,10,9,0
45,Female,12,5,1,1,10,0,1,3,10,9,0
45,Female,12,3,2,0,10,0,1,4,10,10,0
50,Male,12,1,2,1,10,0,1,4,10,10,0
25,Male,12,2,2,0,10,0,1,5,10,10,0
40,Female,12,2,3,0,10,0,1,5,10,10,0
35,Female,12,4,1,0,10,1,1,3,10,9,0
35,Other,12,1,0,2,10,0,1,3,10,9,0
22,Male,12,5,2,0,10,1,1,7,10,9,0
50,Male,12,3,2,1,10,1,1,5,10,9,0
40,Female,12,2,1,0,10,0,1,5,10,7,0
16,Female,12,4,1,1,10,0,1,3,10,8,0
16,Female,12,2,1,0,10,0,1,7,10,10,0
18,Female,12,3,2,0,10,0,1,10,10,10,0
30,Female,12,4,2,2,10,0,1,7,10,9,0
30,Other,12,2,2,2,10,0,1,4,10,10,0
16,Male,12,2,1,2,10,1,1,6,10,9,0
50,Female,12,2,3,2,10,0,1,1,10,10,0
18,Female,12,5,3,0,10,0,1,7,10,10,0
50,Male,12,2,1,2,10,0,1,3,10,10,0
16,Male,12,1,1,1,10,0,1,7,10,9,0
50,Female,12,3,2,2,10,0,1,8,10,8,0
35,Male,12,2,1,0,10,0,1,6,10,8,0
25,Female,12,1,3,0,10,0,1,5,10,9,0
30,Male,12,2,3,2,10,1,1,5,10,8,0
22,Female,12,2,1,0,10,0,1,2,10,10,0
22,Female,12,3,2,2,10,1,1,5,10,8,0
25,Male,12,6,1,1,10,0,1,2,10,8,0
35,Female,12,3,1,1,10,0,1,4,10,8,0
16,Female,12,5,2,2,10,0,1,3,10,9,0
45,Female,12,3,1,1,10,0,1,5,10,8,0
45,Female,12,1,1,1,10,0,1,5,10,10,0
30,Male,12,4,1,1,10,0,1,4,10,10,0
50,Male,12,6,2,1,10,0,1,3,10,9,0
18,Female,12,3,1,1,10,1,1,2,10,9,0
25,Male,12,3,3,2,10,0,1,6,10,9,0
40,Female,12,1,2,0,10,0,1,7,10,9,0
35,Female,12,1,3,0,10,0,1,6,10,10,0
50,Female,12,1,1,1,10,0,1,9,10,8,0
22,Female,12,3,1,1,10,0,1,8,10,9,0
45,Male,12,2,1,1,10,0,1,4,10,9,0
50,Male,12,2,2,1,10,0,1,5,10,9,0
35,Male,12,5,3,1,10,0,1,6,10,10,0
30,Female,12,3,3,1,10,0,1,6,10,10,0
18,Male,12,3,0,0,10,0,1,10,10,10,0
30,Female,12,2,1,1,10,0,1,6,10,9,0
30,Female,12,2,1,1,10,0,1,3,10,7,0
40,Male,12,1,2,2,10,0,1,5,10,8,0
22,Male,12,2,2,1,10,1,1,5,10,8,0
18,Female,12,6,1,2,10,0,1,9,10,10,0
30,Female,12,1,1,2,10,0,1,6,10,10,0
25,Other,12,2,3,0,10,1,1,6,10,9,0
30,Female,12,3,2,0,10,0,1,,10,9,0
25,Male,12,1,2,1,10,1,1,3,10,9,0
22,Female,12,2,2,2,10,0,1,5,10,10,0
30,Female,12,2,3,2,10,0,1,10,10,10,0
16,Male,12,3,1,0,10,0,1,5,10,9,0
25,Male,12,1,1,2,10,0,1,6,10,8,0
22,Female,12,2,1,2,10,0,1,5,10,9,0
30,Male,12,1,2,1,10,0,1,6,10,9,0
22,Male,12,2,1,1,10,0,1,7,10,10,0
30,Male,12,3,2,2,10,0,1,6,10,8,0
30,Male,12,2,2,1,10,0,1,6,10,9,0
22,Male,12,6,0,2,10,1,1,5,10,9,0
25,Female,12,3,1,0,10,0,1,6,10,9,0
16,Female,12,1,2,2,10,0,1,4,10,9,0
45,Female,12,3,2,1,10,0,1,1,10,9,0
40,Female,12,2,2,0,10,0,1,7,10,9,0
40,Other,12,2,1,0,10,0,1,8,10,8,0
45,Female,12,5,1,1,10,0,1,2,10,10,0
22,Male,12,3,2,1,10,0,1,8,10,8,0
22,Male,12,4,0,0,10,0,1,8,10,10,0
25,Male,12,1,3,1,10,0,1,3,10,8,0
25,Female,12,3,2,1,10,0,1,3,10,9,0
16,Other,12,2,1,1,10,0,1,2,10,10,0
30,Male,12,2,2,2,10,0,1,2,10,8,0
45,Female,12,2,1,2,10,1,1,5,10,10,0
40,Female,12,1,3,1,10,0,1,5,10,9,0
45,Female,12,5,2,0,10,1,1,4,10,10,0
35,Male,12,5,2,0,10,1,1,6,10,10,0
30,Female,12,3,3,1,10,1,1,8,10,8,0
30,Male,12,2,2,1,10,0,1,8,10,9,0
35,Female,12,3,2,1,10,0,1,9,10,7,0
22,Male,12,4,2,0,10,0,1,5,10,10,0
30,Female,12,2,2,2,10,0,1,5,10,9,0
22,Male,12,6,2,0,10,1,1,7,10,10,0
35,Female,12,3,1,2,10,0,1,9,10,7,0
35,Female,12,2,1,1,10,0,1,8,10,9,0
35,Male,12,3,1,0,10,0,1,10,10,9,0
22,Female,12,1,2,0,10,0,1,5,10,9,0
45,Male,12,4,1,0,10,0,1,5,10,9,0
16,Female,12,1,1,0,10,0,1,5,10,9,0
45,Male,12,2,3,1,10,0,1,6,10,9,0
35,Male,12,1,3,2,10,0,1,1,10,7,0
16,Female,12,3,3,1,10,0,1,5,10,10,0
22,Male,12,3,2,0,10,0,1,8,10,8,0
40,Male,12,3,0,1,10,0,1,10,10,9,0
30,Male,12,1,4,1,10,0,1,5,10,8,0
25,Male,12,4,2,0,10,1,1,6,10,10,0
30,Male,12,2,1,0,10,0,1,5,10,9,0
30,Male,12,6,3,1,10,1,1,5,10,9,0
16,Male,12,2,4,1,10,0,1,7,10,7,0
18,Female,12,4,2,2,10,0,1,10,10,9,0
40,Female,12,4,0,1,10,0,1,3,10,9,0
35,Female,12,4,3,2,10,0,1,8,10,8,0
30,Male,12,5,2,1,10,0,1,3,10,9,0
45,Male,12,3,0,0,10,1,1,1,10,10,0
22,Male,12,3,2,1,10,1,1,10,10,10,0
25,Female,12,2,2,1,10,0,1,5,10,9,0
30,Female,12,2,3,1,10,0,1,6,10,10,0
40,Female,12,2,3,1,10,0,1,2,10,8,0
25,Male,12,3,2,1,10,0,1,4,10,9,0
40,Other,12,4,1,1,10,0,1,9,10,9,0
35,Female,12,1,2,1,10,0,1,4,10,9,0
16,Female,12,3,2,1,10,0,1,8,10,10,0
35,Male,12,2,1,1,10,0,1,6,10,9,0
25,Male,12,2,2,0,10,1,1,6,10,10,0
45,Male,12,2,3,2,10,0,1,7,10,8,0
18,Other,12,2,2,0,10,1,1,5,10,9,0
40,Male,12,3,3,2,10,0,1,9,10,8,0
50,Female,12,2,1,0,10,0,1,6,10,7,0
18,Male,12,1,1,1,10,0,1,5,10,8,0
18,Male,12,2,2,2,10,1,1,4,10,10,0
25,Male,12,1,3,1,10,1,1,6,10,9,0
18,Female,12,5,2,1,10,1,,3,10,8,0
35,Female,12,4,2,2,10,1,1,5,10,10,0
30,Female,12,3,1,2,10,0,1,7,10,8,0
30,Male,12,1,1,0,10,1,1,9,10,8,0
30,Male,12,2,2,2,10,0,1,7,10,9,0
50,Male,12,3,2,1,10,1,1,8,10,9,0
45,Male,12,4,3,2,10,1,1,7,10,9,0
30,Female,12,4,2,1,10,1,1,7,10,8,0
30,Male,12,3,1,2,10,0,1,3,10,10,0
30,Female,12,3,2,0,10,0,1,3,10,7,0
18,Male,12,3,1,1,10,0,1,5,10,8,0
35,Male,12,3,0,2,10,1,1,5,10,10,0
18,Female,12,4,2,1,10,0,1,2,10,10,0
25,Female,12,3,0,2,10,0,1,10,10,10,0
25,Female,12,2,1,2,10,0,1,4,10,8,0
40,Male,12,3,3,1,10,0,1,7,10,9,0
35,Male,12,1,2,0,10,0,1,,10,10,0
40,Female,12,5,2,0,10,0,1,5,10,10,0
40,Male,12,2,2,1,10,0,1,3,10,10,0
40,Female,12,4,3,1,10,0,1,5,10,9,0
45,Female,12,3,3,1,10,0,1,5,10,10,0
22,Male,12,2,3,0,10,0,1,6,10,10,0
40,Female,12,5,2,1,10,0,1,6,10,10,0
30,Male,12,3,1,1,10,0,1,6,10,10,0
22,Male,12,2,1,0,10,1,1,5,10,9,0
35,Male,12,5,2,2,10,0,1,8,10,10,0
25,Female,12,4,2,2,10,1,1,5,10,10,0
16,Male,12,3,2,1,10,0,1,5,10,9,0
35,Female,12,2,1,1,10,1,1,7,10,10,0
45,Female,12,2,2,2,10,1,1,5,10,9,0
18,Female,12,4,3,2,10,0,1,5,10,8,0
30,Male,12,3,1,2,10,0,1,5,10,10,0
45,Female,12,4,4,1,10,0,1,4,10,7,0
30,Female,12,1,4,2,,0,1,7,10,10,0
30,Female,12,3,3,2,,0,1,8,10,9,0
18,Male,12,1,1,0,10,1,1,5,,9,0
16,Female,12,3,1,1,10,0,1,4,,10,0
45,Female,11,4,2,1,10,0,1,7,7,9,0
35,Male,11,3,2,2,10,0,1,3,8,10,0
16,Male,11,2,0,2,10,0,1,3,8,10,0
40,Male,11,1,2,1,10,0,1,3,8,9,0
30,Female,11,2,1,2,10,1,1,3,8,8,0
22,Female,11,1,2,0,10,0,1,5,8,9,0
35,Male,11,3,1,1,10,1,1,2,8,9,0
45,Male,11,2,3,2,10,0,1,4,8,8,0
22,Female,11,2,1,2,10,0,1,1,8,9,0
40,Female,11,3,1,2,10,0,1,3,8,9,0
25,Female,11,3,1,0,10,0,1,8,8,8,0
45,Male,11,4,0,0,10,0,1,6,8,10,0
45,Male,11,3,2,0,10,0,1,5,8,8,0
35,Female,11,2,1,1,10,0,1,7,8,10,0
18,Female,11,2,3,0,10,0,1,9,8,10,0
30,Female,11,1,1,1,10,0,1,7,8,9,0
40,Female,11,2,3,0,10,0,1,2,8,9,0
30,Female,11,2,1,2,10,0,1,4,8,9,0
25,Female,11,2,3,2,10,0,1,5,8,9,0
30,Male,11,3,2,0,10,0,1,6,8,8,0
22,Male,11,1,1,1,10,0,1,4,8,9,0
30,Female,11,3,0,1,10,0,1,8,8,7,0
18,Female,11,1,1,1,10,0,1,6,8,9,0
18,Male,11,1,1,2,10,0,1,6,8,8,0
35,Female,11,3,1,1,10,0,1,6,8,9,0
50,Female,11,1,2,0,10,0,1,1,8,8,0
30,Male,11,2,2,1,10,0,,5,8,8,0
25,Female,11,5,3,1,10,1,1,3,8,9,0
45,Male,11,3,0,2,10,0,1,10,8,8,0
18,Male,11,2,2,1,10,0,1,4,8,10,0
22,Male,11,1,2,0,10,1,1,8,9,9,0
45,Male,11,2,1,2,10,0,1,6,9,9,0
30,Female,11,3,2,2,10,0,1,1,9,8,0
30,Male,11,4,2,0,10,0,1,4,9,7,0
18,Female,11,2,1,2,10,0,1,3,9,9,0
22,Male,11,2,2,2,10,0,1,6,9,7,0
18,Male,11,5,1,1,10,0,1,5,9,7,0
30,Male,11,2,2,0,10,0,1,3,9,9,0
35,Other,11,4,2,0,10,0,,5,9,10,0
45,Female,11,3,0,0,10,1,1,5,9,9,0
45,Male,11,2,2,2,10,0,1,9,9,8,0
40,Other,11,3,4,2,10,0,1,8,9,9,0
22,Male,11,3,2,2,10,0,1,7,9,10,0
25,Male,11,6,3,2,10,1,1,5,9,8,0
40,Female,11,2,1,2,10,0,1,6,9,8,0
25,Female,11,3,1,1,10,0,1,3,9,8,0
25,Female,11,3,3,1,10,1,1,7,9,8,0
30,Female,11,4,0,1,10,0,1,5,9,8,0
18,Female,11,2,2,2,10,0,1,5,9,10,0
22,Female,11,4,3,1,10,0,1,6,9,9,0
25,Female,11,3,3,2,10,0,1,7,9,8,0
22,Other,11,3,2,0,10,0,1,6,9,8,0
30,Female,11,2,0,1,10,0,1,2,9,9,0
16,Female,11,3,2,2,10,0,1,6,9,8,0
30,Female,11,1,3,0,10,1,1,8,9,8,0
18,Female,11,2,2,2,10,1,1,1,9,9,0
45,Male,11,3,2,0,10,0,1,6,9,7,0
35,Female,11,4,1,1,10,1,1,2,9,7,0
35,Female,11,3,0,1,10,0,1,7,9,9,0
35,Female,11,6,3,0,10,1,1,5,9,8,0
22,Female,11,4,2,1,10,0,1,3,9,9,0
30,Female,11,1,1,1,10,0,1,10,9,8,0
22,Male,11,4,1,1,10,0,1,5,9,8,0
30,Male,11,3,2,2,10,1,1,7,9,8,0
40,Female,11,1,2,0,10,0,1,2,9,7,0
40,Female,11,2,3,1,10,0,1,10,9,10,0
40,Female,11,3,4,2,10,0,1,6,9,9,0
35,Male,11,5,2,1,10,0,1,9,9,8,0
30,Female,11,1,1,1,10,0,1,,9,7,0
45,Male,11,2,4,1,10,0,1,9,9,9,0
25,Female,11,4,3,0,10,0,1,6,9,8,0
45,Female,11,5,1,2,10,0,1,8,9,9,0
45,Male,11,2,1,2,10,0,1,3,9,8,0
35,Male,11,4,4,2,10,0,1,5,9,8,0
25,Male,11,4,3,1,10,0,1,10,9,7,0
22,Male,11,5,2,1,10,0,1,2,9,10,0
30,Male,11,2,3,2,10,0,1,10,9,9,0
25,Male,11,2,1,2,10,0,1,7,9,8,0
25,Female,11,5,0,1,10,1,1,6,9,8,0
45,Female,11,1,1,2,10,1,1,7,9,10,0
22,Female,11,2,1,0,10,0,1,5,9,7,0
30,Male,11,1,0,2,10,0,1,4,9,9,0
30,Female,11,4,0,1,10,0,1,3,9,8,0
22,Female,11,3,3,1,10,0,1,7,9,9,0
40,Male,11,2,1,0,10,0,1,7,9,9,0
22,Female,11,2,3,1,10,0,1,3,9,9,0
18,Male,11,5,1,1,10,0,1,10,9,7,0
18,Female,11,4,3,1,10,0,1,3,9,7,0
30,Female,11,3,2,1,10,0,1,,9,9,0
30,Female,11,3,2,2,10,1,1,10,9,5,0
18,Female,11,4,1,2,10,1,1,4,9,8,0
25,Female,11,3,4,0,10,0,1,1,9,10,0
22,Female,11,1,2,1,10,0,1,6,9,9,0
35,Female,11,3,3,2,10,1,1,6,9,8,0
30,Female,11,2,3,0,10,0,1,3,9,9,0
50,Female,11,3,3,1,10,0,1,5,9,8,0
30,Female,11,2,3,2,10,0,1,7,9,9,0
30,Male,11,3,2,0,10,0,1,2,9,9,0
35,Male,11,1,2,1,10,0,1,5,9,7,0
35,Female,11,2,2,1,10,0,1,6,9,9,0
25,Female,11,4,0,0,10,0,1,3,9,9,0
45,Female,11,4,2,1,10,0,1,4,9,10,0
40,Female,11,1,2,2,10,0,1,6,9,9,0
22,Female,11,4,2,0,10,0,1,6,9,10,0
30,Male,11,2,4,1,10,0,1,10,9,10,0
22,Male,11,5,0,0,10,0,1,9,9,8,0
45,Male,11,2,1,0,10,0,1,6,9,8,0
45,Female,11,4,1,1,10,0,1,,9,10,0
25,Female,11,4,2,2,10,0,1,1,9,8,0
30,Female,11,2,2,2,10,0,1,8,9,7,0
30,Female,11,6,3,2,10,0,1,4,9,7,0
45,Male,11,2,2,2,10,0,1,2,9,8,0
25,Other,11,3,3,2,10,0,1,6,9,8,0
25,Male,11,5,0,1,10,0,1,5,9,8,0
50,Male,11,5,0,2,10,0,1,5,9,7,0
22,Male,11,4,2,1,10,0,1,6,9,8,0
45,Female,11,1,3,1,10,0,1,5,9,8,0
30,Male,11,1,2,2,10,0,1,8,9,9,0
35,Female,11,2,1,1,10,0,1,5,9,8,0
45,Male,11,3,2,1,10,0,1,9,9,10,0
45,Female,11,3,2,0,10,0,1,6,9,9,0
30,Other,11,4,1,1,10,0,1,7,9,9,0
30,Male,11,5,0,1,10,1,1,10,9,7,0
25,Female,11,3,4,2,10,0,1,8,9,8,0
16,Female,11,1,1,1,10,0,1,5,9,8,0
30,Male,11,3,3,1,10,0,1,5,9,8,0
18,Female,11,2,2,1,10,0,1,6,9,8,0
16,Male,11,1,0,2,10,0,1,8,9,7,0
30,Male,11,1,2,1,10,0,1,2,9,9,0
50,Male,11,2,3,0,10,0,1,6,9,8,0
45,Female,11,3,0,1,10,1,1,6,9,7,0
30,Female,11,1,1,1,10,0,1,5,9,9,0
16,Male,11,1,1,0,10,0,1,,9,8,0
25,Female,11,3,4,1,,0,1,7,9,7,0
18,Female,11,4,3,2,,0,1,6,9,9,0
18,Female,11,3,2,0,10,0,1,5,10,7,0
45,Female,11,3,3,2,10,0,1,3,10,10,0
16,Male,11,6,2,1,10,0,1,,10,9,0
25,Male,11,3,3,1,10,0,1,7,10,9,0
22,Male,11,2,1,2,10,0,1,9,10,7,0
22,Female,11,2,1,1,10,0,1,7,10,7,0
25,Female,11,1,2,2,10,0,1,1,10,9,0
45,Other,11,3,3,2,10,0,1,6,10,9,0
50,Male,11,5,1,,10,1,1,,10,7,0
35,Female,11,5,0,1,10,0,1,6,10,8,0
18,Male,11,4,1,2,10,0,1,8,10,7,0
50,Female,11,2,1,1,10,0,1,9,10,9,0
40,Female,11,6,1,0,10,0,1,6,10,7,0
18,Male,11,3,1,2,10,0,1,6,10,9,0
25,Male,11,2,1,1,10,1,1,4,10,8,0
30,Male,11,2,0,1,10,0,1,6,10,8,0
22,Female,11,4,1,1,10,0,1,6,10,10,0
45,Female,11,4,2,0,10,0,1,5,10,8,0
25,Female,11,4,3,2,10,1,1,4,10,9,0
30,Female,11,4,3,0,10,0,1,5,10,8,0
18,Female,11,2,2,2,10,1,1,6,10,9,0
18,Male,11,3,0,1,10,0,1,4,10,9,0
25,Female,11,2,2,1,10,0,1,8,10,7,0
25,Female,11,3,1,1,10,0,1,5,10,9,0
30,Male,11,3,1,1,10,0,1,6,10,9,0
40,Female,11,5,1,2,10,0,1,5,10,9,0
22,Female,11,1,0,0,10,0,1,9,10,7,0
22,Female,11,6,2,0,10,0,1,6,10,8,0
22,Female,11,2,3,2,10,0,1,6,10,10,0
50,Female,11,4,2,2,10,0,1,1,10,10,0
25,Male,11,3,0,0,10,0,1,10,10,9,0
16,Male,11,5,2,1,10,0,1,1,10,7,0
40,Female,11,3,2,1,10,0,1,8,10,10,0
22,Female,11,3,1,2,10,0,1,1,10,9,0
30,Female,11,5,2,1,10,0,1,1,10,8,0
30,Female,11,2,4,1,10,0,1,3,10,7,0
22,Male,11,3,0,1,10,0,1,4,10,9,0
40,Male,11,3,1,1,10,0,1,3,10,7,0
30,Female,11,4,3,2,10,0,1,5,10,8,0
25,Male,11,2,0,0,10,0,1,8,10,7,0
45,Female,11,3,2,1,10,0,1,6,10,8,0
35,Female,11,4,2,2,10,0,1,5,10,10,0
40,Female,11,1,2,2,10,0,1,5,10,8,0
30,Male,11,3,1,2,10,0,1,5,10,7,0
40,Male,11,2,3,2,10,1,3,5,10,10,0
22,Female,11,6,3,1,10,0,1,7,10,9,0
30,Female,11,3,1,2,10,0,1,6,10,8,0
45,Female,11,2,2,1,10,1,1,3,10,9,0
30,Female,11,1,2,2,10,1,1,8,10,8,0
22,Female,11,3,2,1,10,0,1,1,10,9,0
40,Male,11,2,3,2,10,1,1,4,10,7,0
45,Female,11,3,2,1,10,0,1,2,10,8,1
18,Male,11,2,3,2,10,0,1,8,10,8,0
18,Other,11,3,3,2,10,0,1,7,10,8,0
40,Male,11,2,3,0,10,0,1,6,10,9,0
30,Female,11,3,1,0,10,0,1,6,10,7,0
30,Female,11,5,2,1,10,0,1,4,10,9,0
40,Female,11,5,1,0,10,0,1,8,10,8,0
45,Female,11,5,2,2,10,1,1,9,10,10,0
16,Male,11,3,4,0,10,0,1,10,10,9,0
22,Male,11,4,3,2,10,0,1,9,10,8,0
35,Male,11,5,1,0,10,1,1,6,10,10,0
40,Female,11,3,3,1,10,0,1,5,10,8,0
22,Male,11,2,1,1,10,0,1,10,10,9,0
45,Female,11,1,3,2,10,0,1,3,10,10,0
50,Female,11,1,1,2,10,0,1,3,10,7,0
22,Male,11,3,3,0,10,0,1,2,10,8,0
22,Male,11,2,2,1,10,0,1,5,10,8,0
22,Female,11,4,1,0,10,0,1,,10,9,0
30,Male,11,2,3,0,10,1,1,1,10,8,0
25,Male,11,3,1,1,10,0,1,2,10,7,0
18,Female,11,2,1,0,10,0,1,6,10,7,0
30,Other,11,3,0,1,10,0,1,5,10,10,0
25,Male,11,4,2,1,10,1,1,5,10,8,0
18,Male,11,1,1,2,10,1,1,8,10,7,0
22,Male,11,5,1,1,10,0,1,5,10,9,0
35,Male,11,3,3,2,10,0,1,2,10,8,0
35,Female,11,4,0,1,10,0,1,1,10,10,0
40,Male,11,1,2,2,10,0,1,3,10,9,0
18,Male,11,4,1,1,10,1,1,2,10,8,0
25,Female,11,5,1,0,10,0,1,5,10,6,0
25,Female,11,4,3,2,10,0,1,9,10,9,0
30,Female,11,6,3,1,10,1,1,2,10,8,0
30,Male,11,2,2,2,10,0,1,1,10,10,0
25,Male,11,4,1,0,10,1,1,3,10,9,0
30,Female,11,3,1,0,10,0,1,5,10,10,0
25,Female,11,6,2,1,10,0,1,5,10,8,0
18,Female,11,4,2,1,10,0,1,7,10,8,0
18,Female,11,2,2,0,10,0,1,6,10,9,0
18,Male,11,6,1,1,10,1,1,6,10,9,0
50,Male,11,3,1,2,10,1,1,4,10,8,0
30,Male,11,3,3,1,10,0,1,6,10,8,0
22,Male,11,4,1,1,10,0,1,9,10,6,0
40,Female,11,2,1,1,10,0,1,9,10,8,0
45,Female,11,1,1,1,10,0,1,6,10,8,0
25,Male,11,2,2,0,10,1,1,6,10,8,0
30,Male,11,1,3,2,10,1,1,6,10,10,0
25,Female,11,2,2,2,10,0,1,5,10,9,0
25,Female,11,1,3,1,10,1,1,8,10,7,0
25,Female,11,2,2,2,10,0,1,10,10,7,0
35,Female,11,2,2,1,10,1,1,3,10,9,0
30,Male,11,3,1,1,10,1,1,9,10,7,0
40,Female,11,5,0,0,10,0,1,1,10,9,0
22,Female,11,6,2,1,10,0,1,6,10,10,0
45,Male,11,2,0,2,10,0,1,7,10,9,0
25,Male,11,4,2,1,10,0,1,5,10,8,0
30,Female,11,3,1,2,10,0,1,8,10,8,0
25,Female,11,3,1,2,10,0,1,3,10,9,0
45,Male,11,5,2,1,10,1,1,10,10,8,0
25,Male,11,1,2,2,10,0,1,3,10,8,0
40,Male,11,5,1,1,10,0,1,7,10,10,0
25,Male,11,2,1,2,10,1,1,5,10,9,0
45,Male,11,2,2,0,10,1,1,10,10,9,0
30,Female,11,3,3,0,10,0,1,7,10,9,0
40,Male,11,3,1,0,10,0,1,8,10,8,0
40,Male,11,1,1,1,10,0,1,3,10,8,0
22,Female,11,5,2,2,10,1,1,10,10,8,0
30,Female,11,3,3,1,10,0,1,5,10,9,0
22,Male,11,3,0,2,10,1,2,,10,9,0
50,Female,11,1,3,0,10,0,1,8,10,8,0
45,Male,11,3,2,2,10,1,1,5,10,9,0
25,Female,11,2,2,1,10,0,1,5,10,9,0
40,Female,11,3,2,2,10,0,1,6,10,7,0
16,Male,11,5,2,1,10,0,1,5,10,9,0
25,Male,11,4,3,2,10,0,1,5,10,7,0
18,Female,11,2,3,0,10,0,1,5,10,9,0
35,Male,11,3,4,1,10,0,1,3,10,7,0
30,Male,11,4,3,0,10,0,1,6,10,7,0
45,Female,11,5,2,2,10,0,1,5,10,8,0
40,Female,11,4,2,2,10,0,1,5,10,9,0
30,Male,11,3,0,0,10,0,1,5,10,8,0
18,Female,11,3,2,1,10,1,1,5,10,9,0
30,Female,11,2,0,1,10,0,1,6,10,9,0
18,Female,11,3,1,1,10,0,1,6,10,10,0
18,Female,11,3,2,1,10,0,1,5,10,8,0
25,Female,11,1,2,2,10,0,1,5,10,9,0
18,Male,11,1,2,2,10,0,1,5,10,8,0
30,Female,11,2,0,1,10,0,1,6,10,8,0
16,Male,11,3,2,2,10,0,1,6,10,9,0
18,Female,11,3,1,0,10,0,2,10,10,8,0
30,Female,11,5,3,1,10,0,1,3,10,7,0
30,Female,11,1,1,2,10,0,1,4,10,6,0
22,Male,11,2,2,2,10,0,1,3,10,8,2
25,Female,11,2,2,0,10,0,1,6,10,10,0
22,Male,11,5,3,2,10,0,1,5,10,8,3
35,Female,11,2,3,2,10,0,1,6,10,8,0
50,Female,11,2,1,2,10,0,1,5,10,6,0
25,Male,11,2,2,0,10,0,1,8,10,9,0
22,Female,11,3,1,2,10,0,1,6,10,9,0
40,Female,11,3,2,1,10,0,1,5,10,8,0
16,Male,11,3,0,2,10,0,1,4,10,8,0
30,Female,11,2,2,0,10,0,1,6,10,9,0
25,Male,11,3,2,2,10,0,1,8,10,8,0
30,Female,11,4,1,1,10,1,1,7,10,9,0
25,Female,11,2,0,1,10,0,1,2,10,8,0
35,Male,11,4,0,2,10,0,1,6,10,9,0
35,Male,11,2,1,1,10,0,1,7,10,7,0
35,Male,11,4,3,2,10,0,,4,10,8,0
35,Female,11,3,2,0,10,0,1,8,10,9,0
45,Male,11,4,1,0,10,0,1,4,10,10,0
18,Male,11,2,1,1,10,0,1,4,10,8,0
22,Male,11,2,2,1,10,0,1,4,10,8,0
